,Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Smoking,Alcohol,Healthy eating,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Punctuality,Lying,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Internet usage,Finances,Shopping centres,Branded clothing,Entertainment spending,Spending on looks,Spending on gadgets,Spending on healthy eating,Age,Height,Weight,Number of siblings,Gender,Left - right handed,Education,Only child,Village - town,House - block of flats
79,5.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,2.0,1.0,5.0,3.0,5.0,3.0,1.0,1.0,3.0,5.0,2.0,5.0,4.0,2.0,1.0,4.0,3.0,2.0,1.0,4.0,3.0,2.0,1.0,5.0,4.0,3.0,5.0,4.0,5.0,2.0,3.0,2.0,4.0,5.0,5,5.0,2.0,3.0,4.0,1,2,4.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,5.0,5.0,2.0,1.0,1,3,2.0,5.0,4.0,3.0,5.0,3.0,1.0,2.0,3,1.0,3,2,1,2.0,4.0,3.0,3.0,2.0,3.0,4.0,5.0,5.0,2.0,1.0,5.0,5.0,5.0,4.0,3.0,2.0,4.0,3.0,5.0,3.0,4.0,2.0,2,4.0,4.0,3.0,2.0,5.0,2,5.0,21.0,173.0,63.0,2.0,2,2,3,2,2,2
419,5.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,5.0,4.0,1.0,5.0,2.0,4.0,3.0,5.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,5.0,4.0,1.0,3.0,5.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2,1.0,1.0,2.0,1.0,1,3,3.0,3.0,3.0,3.0,5.0,4.0,2.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1,1,3.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,3,3.0,5,2,1,1.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3,3.0,3.0,3.0,3.0,1.0,1,3.0,23.0,158.0,53.0,0.0,2,2,3,1,1,2
501,5.0,3.0,4.0,5.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,5.0,2.0,2.0,4.0,4.0,5.0,3.0,5.0,1.0,5.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,4.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,5.0,1.0,3.0,5.0,1.0,2.0,3.0,2.0,2.0,5.0,4.0,1.0,1.0,2.0,2.0,2.0,5.0,4,5.0,3.0,5.0,5.0,3,2,4.0,3.0,2.0,5.0,2.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,1.0,1,1,1.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,3,2.0,3,1,1,1.0,1.0,4.0,3.0,1.0,3.0,2.0,5.0,2.0,5.0,3.0,5.0,5.0,3.0,3.0,3.0,1.0,2.0,4.0,5.0,3.0,3.0,3.0,2,5.0,2.0,5.0,3.0,4.0,2,3.0,21.0,179.0,60.0,1.0,2,2,3,2,2,1
100,5.0,4.0,4.0,3.0,2.0,4.0,5.0,4.0,5.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,5.0,5.0,3.0,2.0,5.0,5.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,5.0,5.0,2.0,5.0,5.0,3.0,2.0,4.0,5.0,1.0,2.0,3.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,2.0,3.0,4.0,3.0,5.0,4.0,3,3.0,1.0,5.0,3.0,3,1,3.0,1.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,1.0,5.0,4.0,1.0,1.0,5.0,5.0,2.0,4.0,1.0,1,1,5.0,3.0,5.0,3.0,3.0,1.0,1.0,5.0,4,2.0,5,3,3,3.0,3.0,1.0,5.0,4.0,5.0,1.0,5.0,3.0,2.0,3.0,4.0,2.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,2,4.0,4.0,1.0,2.0,4.0,3,3.0,21.0,172.0,71.0,1.0,2,2,3,2,2,1
969,5.0,3.0,2.0,1.0,2.0,3.0,2.0,4.0,5.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,1.0,1.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,5.0,3.0,3.0,1.0,3.0,1.0,5.0,5.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,3.0,1.0,1.0,4.0,5.0,4.0,2.0,3,4.0,1.0,2.0,3.0,1,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,5.0,2.0,3.0,3.0,1.0,1.0,4.0,4.0,1,1,1.0,2.0,2.0,1.0,5.0,3.0,2.0,1.0,4,1.0,4,2,2,2.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,5.0,2.0,4.0,4.0,4.0,5.0,3.0,1.0,5.0,3.0,2.0,1.0,2,2.0,3.0,1.0,4.0,1.0,3,2.0,19.0,180.0,70.0,2.0,1,2,4,2,1,1
952,5.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,2.0,2.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,5.0,2.0,5.0,4.0,3.0,2.0,1.0,1.0,3.0,4.0,2.0,5.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0,3,2.0,3.0,4.0,3.0,2,3,3.0,3.0,3.0,1.0,3.0,5.0,1.0,3.0,3.0,2.0,4.0,4.0,1.0,4.0,5.0,1.0,3.0,2.0,4.0,1,1,3.0,5.0,5.0,2.0,2.0,2.0,4.0,2.0,4,1.0,3,1,3,3.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,4.0,3.0,3.0,3.0,5.0,2.0,3.0,4.0,3.0,2,5.0,4.0,1.0,1.0,1.0,1,4.0,19.0,179.0,60.0,1.0,1,2,3,1,2,1
258,5.0,4.0,1.0,2.0,1.0,5.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,4.0,3.0,5.0,2.0,1.0,1.0,5.0,4.0,5.0,5.0,2.0,5.0,3.0,5.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,3.0,1.0,1.0,1.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,3.0,5.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,3,3.0,2.0,1.0,5.0,3,2,1.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,5.0,1.0,5.0,3.0,2.0,2.0,5.0,5.0,1.0,5.0,1.0,1,1,1.0,5.0,3.0,2.0,5.0,3.0,3.0,3.0,3,1.0,1,3,1,5.0,2.0,1.0,1.0,1.0,5.0,5.0,2.0,3.0,2.0,1.0,5.0,1.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,1.0,2.0,1.0,1,4.0,1.0,1.0,5.0,1.0,1,5.0,20.0,182.0,63.0,1.0,2,2,3,1,2,1
903,5.0,5.0,2.0,4.0,3.0,2.0,1.0,1.0,5.0,5.0,4.0,2.0,3.0,5.0,4.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,5.0,1.0,3.0,5.0,3.0,5.0,5.0,1.0,3.0,5.0,3.0,5.0,4.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,5.0,3.0,5.0,2.0,3.0,4.0,1.0,5.0,1.0,5.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1,2.0,1.0,2.0,1.0,1,1,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,3.0,5.0,3.0,5.0,3.0,1,1,1.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,4,1.0,5,3,1,1.0,5.0,3.0,3.0,5.0,5.0,1.0,5.0,4.0,3.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,5.0,4.0,3.0,2,4.0,1.0,1.0,3.0,1.0,1,4.0,19.0,188.0,75.0,1.0,1,2,4,2,2,1
89,5.0,3.0,3.0,2.0,1.0,4.0,3.0,3.0,5.0,3.0,3.0,1.0,2.0,4.0,4.0,4.0,2.0,1.0,3.0,5.0,1.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,4.0,3.0,4.0,2.0,2.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,4.0,4.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,3,5.0,4.0,5.0,3.0,3,2,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,3.0,2.0,5.0,5.0,4.0,3.0,4.0,1,4,2.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,3,3.0,3,1,3,2.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,4.0,2.0,2,4.0,2.0,2.0,2.0,3.0,3,3.0,22.0,156.0,50.0,2.0,2,2,5,2,1,2
613,5.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,1.0,5.0,2.0,4.0,3.0,4.0,4.0,3.0,1.0,5.0,4.0,2.0,4.0,3.0,2.0,3.0,4.0,5.0,2.0,1.0,3.0,4.0,5.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,4.0,2.0,3.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,4.0,2.0,5.0,3.0,1.0,2.0,4.0,2.0,3.0,5.0,3.0,5.0,4.0,2.0,4.0,4.0,5.0,5,4.0,3.0,2.0,4.0,1,1,4.0,3.0,2.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,5.0,5.0,2.0,1,5,2.0,5.0,5.0,4.0,5.0,3.0,4.0,2.0,2,1.0,2,3,1,2.0,2.0,5.0,5.0,3.0,2.0,3.0,4.0,4.0,5.0,4.0,5.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,1,2.0,3.0,4.0,4.0,4.0,3,4.0,18.0,162.0,58.0,1.0,2,2,3,2,2,1
901,4.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,5.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,4.0,2.0,5.0,1.0,2.0,2.0,4.0,5.0,4,2.0,2.0,1.0,2.0,3,3,1.0,2.0,5.0,3.0,5.0,3.0,2.0,5.0,5.0,4.0,3.0,1.0,1.0,2.0,3.0,5.0,2.0,5.0,1.0,2,3,4.0,5.0,5.0,2.0,3.0,4.0,2.0,4.0,3,1.0,2,1,1,4.0,5.0,3.0,4.0,3.0,2.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,3,4.0,4.0,1.0,2.0,1.0,1,4.0,22.0,173.0,50.0,1.0,2,2,3,2,2,1
160,5.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,1.0,3.0,1.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,2.0,3.0,1.0,5.0,4.0,1.0,2.0,4.0,3.0,1.0,2.0,4.0,5.0,4.0,5.0,5.0,1.0,1.0,1.0,4.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1,1.0,1.0,1.0,2.0,3,2,1.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,5.0,5.0,1.0,1.0,2.0,5.0,4.0,4.0,1.0,1,1,3.0,2.0,3.0,3.0,4.0,1.0,5.0,1.0,3,4.0,3,3,1,5.0,3.0,2.0,4.0,3.0,3.0,3.0,5.0,3.0,1.0,1.0,2.0,5.0,1.0,2.0,3.0,3.0,3.0,3.0,5.0,5.0,2.0,3.0,2,3.0,1.0,1.0,4.0,2.0,2,4.0,19.0,194.0,79.0,1.0,1,2,3,2,2,1
653,5.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,5.0,5.0,2.0,1.0,3.0,4.0,5.0,2.0,4.0,1.0,4.0,5.0,4.0,4.0,5.0,2.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,3.0,2.0,3.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,5.0,4.0,5.0,4.0,4.0,2.0,1.0,4.0,5.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,5.0,3.0,5.0,2.0,5.0,1.0,1.0,3.0,3.0,2.0,3,4.0,1.0,2.0,2.0,1,2,3.0,5.0,1.0,5.0,3.0,4.0,3.0,5.0,3.0,2.0,5.0,5.0,2.0,1.0,5.0,5.0,3.0,3.0,1.0,1,3,3.0,5.0,5.0,3.0,3.0,2.0,2.0,4.0,3,3.0,2,1,3,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,2.0,4.0,3.0,4.0,4.0,1.0,3.0,3.0,3.0,2.0,4.0,3.0,2,5.0,2.0,1.0,3.0,2.0,2,4.0,22.0,165.0,52.0,0.0,2,1,4,1,1,1
5,5.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,1.0,3.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,3.0,4.0,2.0,3.0,4.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,2.0,2.0,5.0,1.0,5.0,1.0,5.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2,2.0,1.0,1.0,3.0,2,3,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,3.0,1.0,4.0,2.0,5.0,4.0,4.0,1.0,1,2,3.0,5.0,5.0,2.0,4.0,3.0,3.0,3.0,3,2.0,3,1,3,3.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,2,2.0,3.0,3.0,3.0,1.0,4,4.0,20.0,186.0,77.0,1.0,1,2,3,2,2,1
20,5.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,5.0,3.0,4.0,2.0,3.0,5.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,5.0,2.0,1.0,5.0,1.0,5.0,3.0,5.0,5.0,2.0,2.0,1.0,5.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2,2.0,1.0,1.0,2.0,2,3,2.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,2.0,1.0,3.0,1.0,4.0,2.0,5.0,4.0,3.0,1.0,2,2,4.0,5.0,5.0,2.0,4.0,3.0,3.0,3.0,4,2.0,3,1,3,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,2,2.0,3.0,3.0,2.0,2.0,4,4.0,20.0,186.0,77.0,1.0,1,2,3,2,2,1
779,5.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,5.0,3.0,4.0,2.0,3.0,3.0,5.0,1.0,1.0,5.0,3.0,1.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,2.0,2.0,5.0,3.0,3.0,3.0,2.0,5.0,2.0,4.0,2.0,2.0,2.0,5.0,4.0,5.0,5.0,1.0,2.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,2.0,5.0,1.0,3.0,3.0,2.0,5.0,2,1.0,1.0,4.0,1.0,2,2,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,1.0,5.0,5.0,1.0,1.0,3.0,1.0,1.0,5.0,2.0,1,1,5.0,5.0,5.0,1.0,5.0,4.0,3.0,5.0,3,1.0,5,2,3,1.0,3.0,1.0,5.0,3.0,3.0,5.0,3.0,3.0,1.0,5.0,2.0,1.0,5.0,4.0,5.0,1.0,5.0,4.0,4.0,5.0,3.0,5.0,3,2.0,5.0,3.0,5.0,5.0,3,5.0,17.0,167.0,48.0,0.0,2,2,3,1,1,2
619,5.0,1.0,3.0,3.0,1.0,5.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,5.0,5.0,2.0,4.0,4.0,2.0,2.0,5.0,3.0,3.0,5.0,2.0,4.0,3.0,2.0,2.0,5.0,5.0,5.0,4.0,2.0,3.0,2.0,1.0,5.0,4.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,5,2.0,4.0,3.0,1.0,3,2,1.0,3.0,3.0,5.0,5.0,4.0,1.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,4.0,1.0,3.0,4.0,1.0,2,2,3.0,5.0,4.0,2.0,3.0,5.0,2.0,1.0,3,1.0,4,2,1,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,5.0,3.0,5.0,1.0,3.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,1.0,2,2.0,2.0,4.0,3.0,2.0,4,5.0,27.0,175.0,83.0,4.0,1,2,3,2,2,1
823,5.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,5.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,4.0,5.0,4.0,5.0,3.0,2.0,2.0,3.0,2.0,5.0,1.0,5.0,4.0,4.0,3.0,1.0,1.0,4.0,3.0,5.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,5.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,5.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,2,3.0,4.0,5.0,2.0,4,3,3.0,5.0,3.0,4.0,4.0,2.0,2.0,4.0,5.0,2.0,3.0,1.0,2.0,5.0,3.0,2.0,3.0,4.0,1.0,1,4,1.0,2.0,4.0,5.0,5.0,5.0,3.0,1.0,3,2.0,1,3,3,1.0,3.0,3.0,5.0,1.0,4.0,2.0,1.0,5.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,2.0,1.0,2,2.0,4.0,5.0,1.0,5.0,1,3.0,21.0,188.0,81.0,0.0,1,2,3,1,2,1
24,5.0,2.0,3.0,1.0,1.0,4.0,3.0,3.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,5.0,4.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,5.0,5.0,2.0,1.0,5.0,4.0,2.0,3.0,2.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,2.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,1.0,2.0,1.0,5.0,5,4.0,5.0,5.0,5.0,3,3,4.0,5.0,2.0,5.0,4.0,5.0,2.0,3.0,5.0,1.0,5.0,2.0,2.0,5.0,3.0,5.0,4.0,5.0,2.0,1,2,3.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,2,3.0,2,1,3,1.0,2.0,4.0,5.0,4.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,1.0,3.0,4.0,5.0,5.0,4.0,5.0,2,3.0,5.0,5.0,4.0,5.0,5,5.0,19.0,167.0,51.0,1.0,2,2,3,2,2,1
341,5.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,1.0,1.0,4.0,5.0,5.0,3.0,3.0,2.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,1.0,3.0,5.0,3.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,1.0,5.0,5.0,2.0,1.0,4.0,4.0,1.0,5.0,5,5.0,5.0,5.0,2.0,1,2,2.0,5.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,5.0,1.0,2.0,3.0,5.0,5.0,1.0,5.0,5.0,5.0,2,4,1.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,3,1.0,3,1,2,1.0,5.0,1.0,5.0,3.0,5.0,1.0,4.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,3.0,2.0,1.0,5.0,5.0,2.0,2.0,1,1.0,5.0,5.0,5.0,5.0,5,5.0,16.0,186.0,63.0,1.0,1,2,2,2,1,2
614,5.0,3.0,4.0,1.0,1.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0,4.0,5.0,3.0,1.0,2.0,5.0,1.0,5.0,1.0,3.0,5.0,5.0,4.0,1.0,5.0,5.0,4.0,1.0,4.0,3.0,5.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,3.0,4.0,1.0,1.0,3.0,4.0,1.0,5.0,3.0,1.0,1.0,2.0,5.0,5.0,2.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,3.0,1.0,5.0,1.0,5,1.0,5.0,1.0,1.0,4,2,4.0,3.0,5.0,5.0,5.0,3.0,1.0,5.0,5.0,1.0,5.0,3.0,1.0,5.0,3.0,5.0,3.0,5.0,1.0,1,1,1.0,4.0,5.0,3.0,3.0,5.0,1.0,3.0,3,1.0,3,1,1,2.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,5.0,3.0,1.0,2.0,2.0,4.0,5.0,1.0,4.0,5.0,2.0,5.0,2.0,1.0,2,5.0,5.0,5.0,5.0,4.0,4,5.0,22.0,164.0,64.0,1.0,2,2,3,2,1,2
278,5.0,4.0,3.0,5.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,5.0,5.0,2.0,3.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,2.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,4.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,5.0,5.0,3.0,2.0,5.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1,1.0,3.0,1.0,3.0,3,2,4.0,4.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,1.0,5.0,4.0,5.0,5.0,5.0,1.0,2,1,1.0,3.0,4.0,3.0,4.0,1.0,5.0,5.0,5,1.0,5,3,3,3.0,5.0,2.0,3.0,5.0,1.0,4.0,4.0,3.0,4.0,5.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,3.0,5.0,4.0,3.0,2,3.0,3.0,5.0,2.0,1.0,5,4.0,19.0,180.0,85.0,2.0,1,2,3,2,1,2
959,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,5.0,4.0,5.0,4.0,3.0,1.0,2.0,4.0,5.0,4.0,4.0,3.0,2.0,5.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,1.0,5.0,2.0,4.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0,4.0,1.0,2.0,4.0,3.0,5.0,5,3.0,2.0,2.0,3.0,4,2,3.0,2.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,2.0,4.0,3.0,1.0,3.0,4.0,2.0,4.0,4.0,2.0,1,4,3.0,5.0,3.0,4.0,4.0,3.0,3.0,5.0,3,3.0,3,3,1,4.0,1.0,3.0,4.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,5.0,3.0,5.0,3.0,2.0,3.0,3.0,2.0,5.0,3.0,4.0,2.0,2,2.0,1.0,3.0,2.0,3.0,3,3.0,24.0,176.0,48.0,1.0,2,1,5,2,2,1
